-20738.0,15.0,84.0,63.0,-2.0,-269.0,-20146.0,-278.0,190.0,-1915.0,15.0,-141.0,17.0,-3867.0,0.0,31.0,163.0,1.0,23.0,139.0,-638.0,25.0,-469.0,577.0,2.0,48.0,140.0,549.0,2444.0,852.0,-2.0,32.0,106.0,784.0,68.0,391.0,22.0,744.0,149.0,210.0,-706.0,11.0,107.0,8.0,54.0,9.0,38.0,9.0,0.0,68.0,1.0,7.0,4.0,-1.0,6.0,139.0,51.0,113.0,12.0,-2.0,12.0,1.0,109.0,0.0,42.0,0.0,-8.0,-2.0,2.0,31.0,24.0,38.0,384.0,0.0,2.0,28.0,252.0,107.0,72.0,-1.0,-1.0,5.0,38.0,17.0
17.0,-7931.0,300.0,-1.0,-1.0,2.0,33.0,3.0,439.0,3.0,129.0,-1.0,112.0,13.0,-2.0,-560.0,-342.0,-22.0,-98.0,1.0,34.0,-2605.0,-22.0,1045.0,3321.0,512.0,5271.0,175.0,23.0,40.0,9.0,-4.0,0.0,-577.0,43.0,-218.0,-2191.0,128.0,-36.0,-138.0,-1.0,74.0,-1494.0,185.0,58.0,-28.0,1.0,5.0,10.0,0.0,-1947.0,-296.0,-1.0,-1.0,0.0,3.0,3.0,-9.0,-1.0,35.0,0.0,37.0,1.0,0.0,-4.0,-236.0,-51.0,20.0,-2.0,5.0,-1025.0,-119.0,28.0,85.0,504.0,1296.0,9.0,-1.0,-2.0,16.0,-1.0,-1.0,-7.0,32.0
35.0,-563.0,18158.0,3.0,-2.0,7.0,748.0,100.0,38.0,23.0,72.0,1.0,-7.0,-80.0,-24.0,-367.0,-15115.0,35.0,41.0,-1.0,1258.0,135.0,20438.0,118.0,58.0,4499.0,17023.0,650.0,95.0,952.0,3.0,0.0,27.0,1431.0,319.0,2484.0,2543.0,3822.0,1079.0,159.0,31.0,45.0,323.0,382.0,430.0,178.0,28.0,12.0,3.0,7.0,188.0,1524.0,-1.0,-1.0,0.0,16.0,5.0,44.0,-1.0,37.0,2.0,46.0,9.0,-1.0,104.0,270.0,36.0,63.0,-3.0,91.0,357.0,517.0,74.0,3.0,356.0,2633.0,33.0,3.0,43.0,6.0,-1.0,3.0,206.0,173.0
136.0,-1.0,3.0,-8113.0,0.0,43.0,470.0,-278.0,636.0,8380.0,0.0,865.0,4.0,350.0,20.0,3.0,1.0,-1.0,-1.0,17640.0,7.0,5.0,7.0,-376.0,0.0,0.0,6.0,6293.0,204.0,20.0,-1.0,2.0,-5.0,78.0,14.0,259.0,3.0,140.0,32.0,119.0,38.0,0.0,25.0,0.0,20.0,2.0,-22.0,4.0,0.0,10.0,1.0,-1.0,179.0,-6.0,43.0,135.0,89.0,199.0,350.0,0.0,67.0,-2.0,64.0,0.0,0.0,-1.0,-1.0,-1.0,181.0,-1.0,8.0,2.0,288.0,-1.0,-1.0,4.0,217.0,33.0,5.0,-1.0,0.0,-1.0,7.0,0.0
-2.0,-1.0,-1.0,0.0,-15250.0,581.0,12.0,830.0,-66.0,22.0,-4.0,26.0,2.0,209.0,-655.0,-7.0,-1.0,-1.0,-1.0,4.0,-5.0,-8.0,-8.0,-4.0,-4.0,-3.0,2.0,2.0,455.0,-7.0,-2.0,1807.0,-4.0,866.0,-1198.0,-108.0,-30.0,-52.0,-35.0,2402.0,1305.0,2.0,-99.0,2.0,-50.0,-31.0,-72.0,-4.0,-2.0,-1.0,-1.0,-2.0,-1.0,-17.0,-1.0,-2.0,-1.0,-2.0,-1.0,-1.0,-2.0,1.0,-2.0,-96.0,1.0,-2.0,-1.0,-1.0,-3.0,-3.0,-1.0,-15.0,3.0,-1.0,-1.0,5.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0
74.0,2.0,8.0,70.0,817.0,-65412.0,1466.0,8211.0,390.0,5288.0,-104.0,-1628.0,-84.0,2400.0,732.0,9.0,6.0,-2.0,0.0,457.0,-118.0,12.0,9.0,815.0,-5.0,0.0,18.0,659.0,1565.0,61.0,0.0,3223.0,-14.0,983.0,15.0,448.0,25.0,742.0,-79.0,1718.0,-416.0,68.0,65.0,2.0,42.0,10.0,73.0,11.0,10.0,45.0,0.0,-1.0,65.0,-1.0,38.0,192.0,94.0,113.0,168.0,0.0,123.0,25.0,142.0,4.0,4.0,-1.0,-1.0,-1.0,81.0,9.0,8.0,9.0,386.0,0.0,0.0,7.0,226.0,59.0,43.0,-1.0,0.0,3.0,21.0,5.0
-5542.0,34.0,723.0,129.0,13.0,1223.0,-19288.0,4503.0,625.0,-11145.0,33.0,278.0,46.0,-7464.0,84.0,258.0,325.0,0.0,29.0,239.0,1543.0,-5.0,1664.0,-2298.0,21.0,111.0,634.0,2367.0,3821.0,11556.0,2.0,135.0,387.0,1709.0,362.0,3775.0,328.0,3143.0,817.0,1361.0,553.0,15.0,325.0,24.0,246.0,55.0,169.0,42.0,1.0,205.0,10.0,30.0,234.0,-1.0,89.0,514.0,408.0,-138.0,542.0,3.0,263.0,8.0,513.0,5.0,256.0,4.0,-1.0,-1.0,221.0,149.0,98.0,196.0,1445.0,-1.0,5.0,207.0,958.0,312.0,291.0,-1.0,2.0,14.0,134.0,71.0
934.0,3.0,111.0,201.0,765.0,-20069.0,-642.0,43027.0,681.0,10060.0,-332.0,724.0,91.0,-11074.0,418.0,22.0,109.0,1.0,1.0,941.0,-26.0,35.0,-39.0,2417.0,4.0,24.0,107.0,879.0,-1840.0,-100.0,0.0,2997.0,1.0,129.0,37.0,561.0,27.0,921.0,83.0,-1341.0,1355.0,25.0,150.0,6.0,106.0,22.0,113.0,16.0,8.0,128.0,3.0,6.0,44.0,-1.0,30.0,355.0,220.0,276.0,173.0,-1.0,91.0,10.0,289.0,1.0,32.0,2.0,-1.0,-1.0,60.0,29.0,18.0,22.0,837.0,0.0,-1.0,25.0,423.0,149.0,108.0,-1.0,-1.0,4.0,49.0,5.0
105.0,-100.0,18.0,-1215.0,-30.0,377.0,1115.0,688.0,-7054.0,1206.0,28.0,-1313.0,60.0,893.0,-718.0,23.0,24.0,5.0,17.0,941.0,-148.0,2033.0,31.0,-8676.0,532.0,72.0,1294.0,1988.0,551.0,100.0,8.0,22.0,-112.0,-152.0,49.0,371.0,44.0,420.0,31.0,1382.0,89.0,20.0,149.0,-16.0,141.0,-44.0,500.0,11.0,2.0,145.0,15.0,18.0,412.0,-1.0,129.0,311.0,253.0,-407.0,650.0,9.0,634.0,11.0,295.0,29.0,66.0,13.0,1.0,8.0,558.0,52.0,-137.0,87.0,254.0,3.0,24.0,158.0,414.0,-106.0,176.0,-1.0,3.0,-27.0,44.0,36.0
1026.0,3.0,23.0,6085.0,22.0,-29082.0,551.0,8187.0,-13.0,94791.0,53.0,2023.0,50.0,5576.0,115.0,28.0,13.0,1.0,2.0,17790.0,39.0,33.0,40.0,6439.0,4.0,18.0,56.0,-3505.0,2736.0,-318.0,-6.0,115.0,1.0,1979.0,163.0,3515.0,75.0,2363.0,359.0,1515.0,542.0,34.0,192.0,7.0,158.0,25.0,222.0,22.0,3.0,111.0,1.0,2.0,604.0,-1.0,190.0,718.0,541.0,234.0,1297.0,-1.0,847.0,7.0,454.0,10.0,12.0,0.0,-2.0,-1.0,706.0,23.0,28.0,8.0,1553.0,0.0,-1.0,17.0,952.0,181.0,51.0,-1.0,-1.0,2.0,77.0,28.0
